Review_lower,Review_no_punct,Review_cleaned_basic,Review_length,Length_buckets,Rating,Total_thumbsup,Reply,Tokens,Tokens_no_stopwords,Tokens_joined,Rating_joined
,,,,,,,,last,last,,
,,,,,,,,updatel,updatel,,
,,,,,,,,if,if,,
,,,,,,,,you,you,,
,,,,,,,,had,had,,
,,,,,,,,asked,asked,,
,,,,,,,,me,me,,
,,,,,,,,a,,,
,,,,,,,,month,month,,
,,,,,,,,ago,ago,,
,,,,,,,,5,#VALUE!,,
,,,,,,,,stars,stars,,
,,,,,,,,all,all,,
,,,,,,,,the,,,
,,,,,,,,way,way,,
,,,,,,,,but,but,,
,,,,,,,,the,,,
,,,,,,,,new,new,,
,,,,,,,,updates,updates,,
,,,,,,,,are,are,,
,,,,,,,,infuriating,infuriating,,
,,,,,,,,with,,,
,,,,,,,,the,,,
,,,,,,,,constant,constant,,
,,,,,,,,crashing,crashing,,
,,,,,,,,so,so,,
,,,,,,,,annoying,annoying,,
,,,,,,,,when,when,,
,,,,,,,,your,your,,
,,,,,,,,podcast,podcast,,
,,,,,,,,is,,,
,,,,,,,,halfway,halfway,,
,,,,,,,,through,through,,
,,,,,,,,a,,,
,,,,,,,,sentence,sentence,,
,,,,,,,,while,while,,
,,,,,,,,youre,youre,,
,,,,,,,,driving,driving,,
,,,,,,,,and,,,
,,,,,,,,it,,,
,,,,,,,,just,just,,
,,,,,,,,stops,stops,,
,,,,,,,,why,why,,
,,,,,,,,it,,,
,,,,,,,,keeps,keeps,,
,,,,,,,,crashing,crashing,,
,,,,,,,,now,now,,
,,,,,,,,when,when,,
,,,,,,,,i,i,,
,,,,,,,,play,play,,
,,,,,,,,a,,,
,,,,,,,,song,song,,
,,,,,,,,i,i,,
,,,,,,,,already,already,,
,,,,,,,,tried,tried,,
,,,,,,,,restarting,restarting,,
,,,,,,,,phone,phone,,
,,,,,,,,and,,,
,,,,,,,,reinstalling,reinstalling,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,it,,,
,,,,,,,,didnt,didnt,,
,,,,,,,,fix,fix,,
,,,,,,,,shreshth,shreshth,,
,,,,,,,,was,was,,
,,,,,,,,a,,,
,,,,,,,,rider,rider,,
,,,,,,,,and,,,
,,,,,,,,the,,,
,,,,,,,,other,other,,
,,,,,,,,way,way,,
,,,,,,,,bea,bea,,
,,,,,,,,was,was,,
,,,,,,,,a,,,
,,,,,,,,little,little,,
,,,,,,,,more,more,,
,,,,,,,,aggressive,aggressive,,
,,,,,,,,and,,,
,,,,,,,,the,,,
,,,,,,,,more,more,,
,,,,,,,,she,she,,
,,,,,,,,was,was,,
,,,,,,,,the,,,
,,,,,,,,better,better,,
,,,,,,,,of,,,
,,,,,,,,the,,,
,,,,,,,,bas,bas,,
,,,,,,,,but,but,,
,,,,,,,,she,she,,
,,,,,,,,has,has,,
,,,,,,,,a,,,
,,,,,,,,very,very,,
,,,,,,,,good,good,,
,,,,,,,,relationship,relationship,,
,,,,,,,,and,,,
,,,,,,,,she,she,,
,,,,,,,,is,,,
,,,,,,,,enjoyed,enjoyed,,
,,,,,,,,listening,listening,,
,,,,,,,,to,,,
,,,,,,,,songs,songs,,
,,,,,,,,i,i,,
,,,,,,,,havent,havent,,
,,,,,,,,heard,heard,,
,,,,,,,,in,,,
,,,,,,,,a,,,
,,,,,,,,long,long,,
,,,,,,,,time,time,,
,,,,,,,,could,could,,
,,,,,,,,you,you,,
,,,,,,,,please,please,,
,,,,,,,,bring,bring,,
,,,,,,,,back,back,,
,,,,,,,,the,,,
,,,,,,,,feature,feature,,
,,,,,,,,that,,,
,,,,,,,,let,let,,
,,,,,,,,you,you,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,a,,,
,,,,,,,,preview,preview,,
,,,,,,,,of,,,
,,,,,,,,a,,,
,,,,,,,,song,song,,
,,,,,,,,before,before,,
,,,,,,,,adding,adding,,
,,,,,,,,it,,,
,,,,,,,,to,,,
,,,,,,,,a,,,
,,,,,,,,playlist,playlist,,
,,,,,,,,best,best,,
,,,,,,,,any,any,,
,,,,,,,,song,song,,
,,,,,,,,you,you,,
,,,,,,,,select,select,,
,,,,,,,,whet,whet,,
,,,,,,,,her,her,,
,,,,,,,,its,its,,
,,,,,,,,new,new,,
,,,,,,,,or,or,,
,,,,,,,,old,old,,
,,,,,,,,spotify,spotify,,
,,,,,,,,gifts,gifts,,
,,,,,,,,it,,,
,,,,,,,,to,,,
,,,,,,,,you,you,,
,,,,,,,,on,,,
,,,,,,,,a,,,
,,,,,,,,platterthanks,platterthanks,,
,,,,,,,,spotify,spotify,,
,,,,,,,,been,been,,
,,,,,,,,using,using,,
,,,,,,,,spotify,spotify,,
,,,,,,,,for,,,
,,,,,,,,a,,,
,,,,,,,,couple,couple,,
,,,,,,,,years,years,,
,,,,,,,,now,now,,
,,,,,,,,pretty,pretty,,
,,,,,,,,much,much,,
,,,,,,,,exclusively,exclusively,,
,,,,,,,,use,use,,
,,,,,,,,it,,,
,,,,,,,,for,,,
,,,,,,,,music,music,,
,,,,,,,,now,now,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,the,,,
,,,,,,,,offline,offline,,
,,,,,,,,play,play,,
,,,,,,,,capability,capability,,
,,,,,,,,with,,,
,,,,,,,,premium,premium,,
,,,,,,,,recently,recently,,
,,,,,,,,swapped,swapped,,
,,,,,,,,to,,,
,,,,,,,,duos,duos,,
,,,,,,,,so,so,,
,,,,,,,,my,my,,
,,,,,,,,fiance,fiance,,
,,,,,,,,could,could,,
,,,,,,,,have,have,,
,,,,,,,,an,an,,
,,,,,,,,account,account,,
,,,,,,,,too,too,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,it,,,
,,,,,,,,although,although,,
,,,,,,,,i,i,,
,,,,,,,,would,would,,
,,,,,,,,like,like,,
,,,,,,,,to,,,
,,,,,,,,be,be,,
,,,,,,,,able,able,,
,,,,,,,,to,,,
,,,,,,,,play,play,,
,,,,,,,,individual,individual,,
,,,,,,,,songs,songs,,
,,,,,,,,instead,instead,,
,,,,,,,,of,,,
,,,,,,,,only,only,,
,,,,,,,,playlists,playlists,,
,,,,,,,,while,while,,
,,,,,,,,im,im,,
,,,,,,,,on,,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,on,,,
,,,,,,,,my,my,,
,,,,,,,,phone,phone,,
,,,,,,,,to,,,
,,,,,,,,me,me,,
,,,,,,,,i,i,,
,,,,,,,,think,think,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,is,,,
,,,,,,,,fantastic,fantastic,,
,,,,,,,,i,i,,
,,,,,,,,dont,dont,,
,,,,,,,,really,really,,
,,,,,,,,see,see,,
,,,,,,,,anything,anything,,
,,,,,,,,wrong,wrong,,
,,,,,,,,with,,,
,,,,,,,,it,,,
,,,,,,,,the,,,
,,,,,,,,only,only,,
,,,,,,,,thing,thing,,
,,,,,,,,it,,,
,,,,,,,,lags,lags,,
,,,,,,,,just,just,,
,,,,,,,,a,,,
,,,,,,,,little,little,,
,,,,,,,,other,other,,
,,,,,,,,than,than,,
,,,,,,,,that,,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,is,,,
,,,,,,,,amazing,amazing,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,how,how,,
,,,,,,,,u,u,,
,,,,,,,,can,can,,
,,,,,,,,play,play,,
,,,,,,,,songs,songs,,
,,,,,,,,when,when,,
,,,,,,,,im,im,,
,,,,,,,,on,,,
,,,,,,,,a,,,
,,,,,,,,different,different,,
,,,,,,,,app,app,,
,,,,,,,,i,i,,
,,,,,,,,am,am,,
,,,,,,,,in,,,
,,,,,,,,loveeee,loveeee,,
,,,,,,,,your,your,,
,,,,,,,,app,app,,
,,,,,,,,is,,,
,,,,,,,,jacked,jacked,,
,,,,,,,,keeps,keeps,,
,,,,,,,,turning,turning,,
,,,,,,,,off,off,,
,,,,,,,,my,my,,
,,,,,,,,podcast,podcast,,
,,,,,,,,to,,,
,,,,,,,,play,play,,
,,,,,,,,some,some,,
,,,,,,,,stupid,stupid,,
,,,,,,,,music,music,,
,,,,,,,,just,just,,
,,,,,,,,closes,closes,,
,,,,,,,,for,,,
,,,,,,,,no,no,,
,,,,,,,,reason,reason,,
,,,,,,,,loses,loses,,
,,,,,,,,spot,spot,,
,,,,,,,,but,but,,
,,,,,,,,hey,hey,,
,,,,,,,,the,,,
,,,,,,,,ads,ads,,
,,,,,,,,for,,,
,,,,,,,,me,me,,
,,,,,,,,to,,,
,,,,,,,,pay,pay,,
,,,,,,,,for,,,
,,,,,,,,it,,,
,,,,,,,,come,come,,
,,,,,,,,through,through,,
,,,,,,,,no,no,,
,,,,,,,,problem,problem,,
,,,,,,,,ha,ha,,
,,,,,,,,who,who,,
,,,,,,,,actually,actually,,
,,,,,,,,pays,pays,,
,,,,,,,,for,,,
,,,,,,,,this,this,,
,,,,,,,,update,update,,
,,,,,,,,mid,mid,,
,,,,,,,,podcast,podcast,,
,,,,,,,,plays,plays,,
,,,,,,,,ad,ad,,
,,,,,,,,after,after,,
,,,,,,,,ad,ad,,
,,,,,,,,starts,starts,,
,,,,,,,,another,another,,
,,,,,,,,podcast,podcast,,
,,,,,,,,literally,literally,,
,,,,,,,,15,#VALUE!,,
,,,,,,,,years,years,,
,,,,,,,,old,old,,
,,,,,,,,says,says,,
,,,,,,,,played,played,,
,,,,,,,,on,,,
,,,,,,,,the,,,
,,,,,,,,one,one,,
,,,,,,,,i,i,,
,,,,,,,,was,was,,
,,,,,,,,halfway,halfway,,
,,,,,,,,through,through,,
,,,,,,,,podcasts,podcasts,,
,,,,,,,,have,have,,
,,,,,,,,stop,stop,,
,,,,,,,,working,working,,
,,,,,,,,can,can,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,music,music,,
,,,,,,,,but,but,,
,,,,,,,,podcasts,podcasts,,
,,,,,,,,have,have,,
,,,,,,,,just,just,,
,,,,,,,,stopped,stopped,,
,,,,,,,,playing,playing,,
,,,,,,,,automatically,automatically,,
,,,,,,,,starts,starts,,
,,,,,,,,premium,premium,,
,,,,,,,,trial,trial,,
,,,,,,,,features,features,,
,,,,,,,,without,without,,
,,,,,,,,user,user,,
,,,,,,,,consent,consent,,
,,,,,,,,locks,locks,,
,,,,,,,,you,you,,
,,,,,,,,out,out,,
,,,,,,,,of,,,
,,,,,,,,comparing,comparing,,
,,,,,,,,features,features,,
,,,,,,,,this,this,,
,,,,,,,,way,way,,
,,,,,,,,until,until,,
,,,,,,,,you,you,,
,,,,,,,,simply,simply,,
,,,,,,,,lose,lose,,
,,,,,,,,them,them,,
,,,,,,,,then,then,,
,,,,,,,,its,its,,
,,,,,,,,an,an,,
,,,,,,,,annoying,annoying,,
,,,,,,,,pandora,pandora,,
,,,,,,,,clone,clone,,
,,,,,,,,with,,,
,,,,,,,,alt,alt,,
,,,,,,,,right,right,,
,,,,,,,,mascots,mascots,,
,,,,,,,,yep,yep,,
,,,,,,,,it,,,
,,,,,,,,takes,takes,,
,,,,,,,,all,all,,
,,,,,,,,your,your,,
,,,,,,,,habits,habits,,
,,,,,,,,and,,,
,,,,,,,,monetizes,monetizes,,
,,,,,,,,you,you,,
,,,,,,,,with,,,
,,,,,,,,it,,,
,,,,,,,,no,no,,
,,,,,,,,you,you,,
,,,,,,,,cant,cant,,
,,,,,,,,really,really,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,what,what,,
,,,,,,,,you,you,,
,,,,,,,,want,want,,
,,,,,,,,it,,,
,,,,,,,,chooses,chooses,,
,,,,,,,,for,,,
,,,,,,,,you,you,,
,,,,,,,,or,or,,
,,,,,,,,you,you,,
,,,,,,,,can,can,,
,,,,,,,,pay,pay,,
,,,,,,,,anyone,anyone,,
,,,,,,,,15,#VALUE!,,
,,,,,,,,a,,,
,,,,,,,,month,month,,
,,,,,,,,to,,,
,,,,,,,,play,play,,
,,,,,,,,whatever,whatever,,
,,,,,,,,you,you,,
,,,,,,,,want,want,,
,,,,,,,,youtube,youtube,,
,,,,,,,,pandora,pandora,,
,,,,,,,,spotify,spotify,,
,,,,,,,,thanks,thanks,,
,,,,,,,,every,every,,
,,,,,,,,company,company,,
,,,,,,,,who,who,,
,,,,,,,,wastes,wastes,,
,,,,,,,,a,,,
,,,,,,,,trial,trial,,
,,,,,,,,for,,,
,,,,,,,,folks,folks,,
,,,,,,,,who,who,,
,,,,,,,,havent,havent,,
,,,,,,,,even,even,,
,,,,,,,,tested,tested,,
,,,,,,,,why,why,,
,,,,,,,,they,they,,
,,,,,,,,care,care,,
,,,,,,,,why,why,,
,,,,,,,,remove,remove,,
,,,,,,,,your,your,,
,,,,,,,,alphabetical,alphabetical,,
,,,,,,,,ordering,ordering,,
,,,,,,,,system,system,,
,,,,,,,,in,,,
,,,,,,,,your,your,,
,,,,,,,,liked,liked,,
,,,,,,,,artists,artists,,
,,,,,,,,for,,,
,,,,,,,,an,an,,
,,,,,,,,ungodly,ungodly,,
,,,,,,,,mess,mess,,
,,,,,,,,of,,,
,,,,,,,,an,an,,
,,,,,,,,algorithm,algorithm,,
,,,,,,,,why,why,,
,,,,,,,,insert,insert,,
,,,,,,,,geolocation,geolocation,,
,,,,,,,,ads,ads,,
,,,,,,,,into,into,,
,,,,,,,,podcasts,podcasts,,
,,,,,,,,on,,,
,,,,,,,,certain,certain,,
,,,,,,,,artists,artists,,
,,,,,,,,spotify,spotify,,
,,,,,,,,is,,,
,,,,,,,,certainly,certainly,,
,,,,,,,,a,,,
,,,,,,,,good,good,,
,,,,,,,,ad,ad,,
,,,,,,,,for,,,
,,,,,,,,its,its,,
,,,,,,,,competitors,competitors,,
,,,,,,,,i,i,,
,,,,,,,,absolutly,absolutly,,
,,,,,,,,love,love,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,all,all,,
,,,,,,,,my,my,,
,,,,,,,,fav,fav,,
,,,,,,,,songs,songs,,
,,,,,,,,no,no,,
,,,,,,,,ads,ads,,
,,,,,,,,love,love,,
,,,,,,,,ittt,ittt,,
,,,,,,,,not,not,,
,,,,,,,,fit,fit,,
,,,,,,,,for,,,
,,,,,,,,purpose,purpose,,
,,,,,,,,im,im,,
,,,,,,,,guessing,guessing,,
,,,,,,,,if,if,,
,,,,,,,,you,you,,
,,,,,,,,pay,pay,,
,,,,,,,,its,its,,
,,,,,,,,fine,fine,,
,,,,,,,,cant,cant,,
,,,,,,,,select,select,,
,,,,,,,,what,what,,
,,,,,,,,so,so,,
,,,,,,,,ga,ga,,
,,,,,,,,you,you,,
,,,,,,,,want,want,,
,,,,,,,,to,,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,its,its,,
,,,,,,,,always,always,,
,,,,,,,,on,,,
,,,,,,,,shuffle,shuffle,,
,,,,,,,,a,,,
,,,,,,,,lot,lot,,
,,,,,,,,of,,,
,,,,,,,,the,,,
,,,,,,,,time,time,,
,,,,,,,,you,you,,
,,,,,,,,select,select,,
,,,,,,,,an,an,,
,,,,,,,,album,album,,
,,,,,,,,and,,,
,,,,,,,,it,,,
,,,,,,,,plays,plays,,
,,,,,,,,songs,songs,,
,,,,,,,,from,from,,
,,,,,,,,an,an,,
,,,,,,,,unrelated,unrelated,,
,,,,,,,,playlist,playlist,,
,,,,,,,,the,,,
,,,,,,,,same,same,,
,,,,,,,,advert,advert,,
,,,,,,,,every,every,,
,,,,,,,,few,few,,
,,,,,,,,songs,songs,,
,,,,,,,,at,,,
,,,,,,,,least,least,,
,,,,,,,,mix,mix,,
,,,,,,,,it,,,
,,,,,,,,up,up,,
,,,,,,,,choose,choose,,
,,,,,,,,from,from,,
,,,,,,,,your,your,,
,,,,,,,,favourites,favourites,,
,,,,,,,,list,list,,
,,,,,,,,and,,,
,,,,,,,,it,,,
,,,,,,,,only,only,,
,,,,,,,,plays,plays,,
,,,,,,,,a,,,
,,,,,,,,sample,sample,,
,,,,,,,,please,please,,
,,,,,,,,fix,fix,,
,,,,,,,,this,this,,
,,,,,,,,spotify,spotify,,
,,,,,,,,is,,,
,,,,,,,,very,very,,
,,,,,,,,slow,slow,,
,,,,,,,,to,,,
,,,,,,,,open,open,,
,,,,,,,,on,,,
,,,,,,,,both,both,,
,,,,,,,,pc,pc,,
,,,,,,,,and,,,
,,,,,,,,my,my,,
,,,,,,,,mobile,mobile,,
,,,,,,,,it,,,
,,,,,,,,just,just,,
,,,,,,,,stays,stays,,
,,,,,,,,on,,,
,,,,,,,,a,,,
,,,,,,,,blank,blank,,
,,,,,,,,screen,screen,,
,,,,,,,,after,after,,
,,,,,,,,opened,opened,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,to,,,
,,,,,,,,reopen,reopen,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,multiple,multiple,,
,,,,,,,,times,times,,
,,,,,,,,for,,,
,,,,,,,,it,,,
,,,,,,,,to,,,
,,,,,,,,function,function,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,had,had,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,for,,,
,,,,,,,,maybe,maybe,,
,,,,,,,,about,about,,
,,,,,,,,2,#VALUE!,,
,,,,,,,,years,years,,
,,,,,,,,now,now,,
,,,,,,,,and,,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,it,,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,never,never,,
,,,,,,,,had,had,,
,,,,,,,,one,one,,
,,,,,,,,single,single,,
,,,,,,,,issue,issue,,
,,,,,,,,i,i,,
,,,,,,,,only,only,,
,,,,,,,,use,use,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,to,,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,music,music,,
,,,,,,,,unless,unless,,
,,,,,,,,i,i,,
,,,,,,,,want,want,,
,,,,,,,,to,,,
,,,,,,,,watch,watch,,
,,,,,,,,a,,,
,,,,,,,,music,music,,
,,,,,,,,video,video,,
,,,,,,,,they,they,,
,,,,,,,,also,also,,
,,,,,,,,now,now,,
,,,,,,,,have,have,,
,,,,,,,,this,this,,
,,,,,,,,feature,feature,,
,,,,,,,,were,were,,
,,,,,,,,you,you,,
,,,,,,,,can,can,,
,,,,,,,,look,look,,
,,,,,,,,at,,,
,,,,,,,,the,,,
,,,,,,,,lyrics,lyrics,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,got,got,,
,,,,,,,,to,,,
,,,,,,,,say,say,,
,,,,,,,,great,great,,
,,,,,,,,app,app,,
,,,,,,,,the,,,
,,,,,,,,only,only,,
,,,,,,,,con,con,,
,,,,,,,,is,,,
,,,,,,,,the,,,
,,,,,,,,free,free,,
,,,,,,,,plan,plan,,
,,,,,,,,is,,,
,,,,,,,,not,not,,
,,,,,,,,what,what,,
,,,,,,,,you,you,,
,,,,,,,,want,want,,
,,,,,,,,but,but,,
,,,,,,,,now,now,,
,,,,,,,,that,,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,the,,,
,,,,,,,,premium,premium,,
,,,,,,,,plan,plan,,
,,,,,,,,it,,,
,,,,,,,,is,,,
,,,,,,,,the,,,
,,,,,,,,best,best,,
,,,,,,,,i,i,,
,,,,,,,,definitely,definitely,,
,,,,,,,,recommend,recommend,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,for,,,
,,,,,,,,anyone,anyone,,
,,,,,,,,who,who,,
,,,,,,,,love,love,,
,,,,,,,,to,,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,music,music,,
,,,,,,,,and,,,
,,,,,,,,maybe,maybe,,
,,,,,,,,even,even,,
,,,,,,,,sing,sing,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,is,,,
,,,,,,,,soooooo,soooooo,,
,,,,,,,,great,great,,
,,,,,,,,and,,,
,,,,,,,,im,im,,
,,,,,,,,sure,sure,,
,,,,,,,,everyone,everyone,,
,,,,,,,,knows,knows,,
,,,,,,,,but,but,,
,,,,,,,,the,,,
,,,,,,,,only,only,,
,,,,,,,,problem,problem,,
,,,,,,,,is,,,
,,,,,,,,there,there,,
,,,,,,,,are,are,,
,,,,,,,,too,too,,
,,,,,,,,many,many,,
,,,,,,,,ads,ads,,
,,,,,,,,every,every,,
,,,,,,,,time,time,,
,,,,,,,,a,,,
,,,,,,,,song,song,,
,,,,,,,,changes,changes,,
,,,,,,,,there,there,,
,,,,,,,,is,,,
,,,,,,,,an,an,,
,,,,,,,,add,add,,
,,,,,,,,its,its,,
,,,,,,,,like,like,,
,,,,,,,,they,they,,
,,,,,,,,are,are,,
,,,,,,,,forcing,forcing,,
,,,,,,,,us,us,,
,,,,,,,,to,,,
,,,,,,,,buy,buy,,
,,,,,,,,premium,premium,,
,,,,,,,,it,,,
,,,,,,,,is,,,
,,,,,,,,my,my,,
,,,,,,,,gentle,gentle,,
,,,,,,,,request,request,,
,,,,,,,,to,,,
,,,,,,,,pls,pls,,
,,,,,,,,correct,correct,,
,,,,,,,,this,this,,
,,,,,,,,error,error,,
,,,,,,,,otherwise,otherwise,,
,,,,,,,,everything,everything,,
,,,,,,,,is,,,
,,,,,,,,great,great,,
,,,,,,,,i,i,,
,,,,,,,,used,used,,
,,,,,,,,to,,,
,,,,,,,,love,love,,
,,,,,,,,spotify,spotify,,
,,,,,,,,but,but,,
,,,,,,,,it,,,
,,,,,,,,will,will,,
,,,,,,,,consistently,consistently,,
,,,,,,,,play,play,,
,,,,,,,,the,,,
,,,,,,,,same,same,,
,,,,,,,,song,song,,
,,,,,,,,that,,,
,,,,,,,,i,i,,
,,,,,,,,chose,chose,,
,,,,,,,,it,,,
,,,,,,,,will,will,,
,,,,,,,,continue,continue,,
,,,,,,,,to,,,
,,,,,,,,play,play,,
,,,,,,,,one,one,,
,,,,,,,,video,video,,
,,,,,,,,from,from,,
,,,,,,,,a,,,
,,,,,,,,youtuber,youtuber,,
,,,,,,,,only,only,,
,,,,,,,,that,,,
,,,,,,,,video,video,,
,,,,,,,,when,when,,
,,,,,,,,i,i,,
,,,,,,,,try,try,,
,,,,,,,,to,,,
,,,,,,,,choose,choose,,
,,,,,,,,a,,,
,,,,,,,,different,different,,
,,,,,,,,video,video,,
,,,,,,,,it,,,
,,,,,,,,will,will,,
,,,,,,,,either,either,,
,,,,,,,,close,close,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,or,or,,
,,,,,,,,play,play,,
,,,,,,,,that,,,
,,,,,,,,the,,,
,,,,,,,,same,same,,
,,,,,,,,video,video,,
,,,,,,,,that,,,
,,,,,,,,i,i,,
,,,,,,,,tried,tried,,
,,,,,,,,to,,,
,,,,,,,,avoid,avoid,,
,,,,,,,,nothing,nothing,,
,,,,,,,,works,works,,
,,,,,,,,now,now,,
,,,,,,,,the,,,
,,,,,,,,update,update,,
,,,,,,,,ruined,ruined,,
,,,,,,,,my,my,,
,,,,,,,,phone,phone,,
,,,,,,,,i,i,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,both,both,,
,,,,,,,,pandora,pandora,,
,,,,,,,,and,,,
,,,,,,,,spotify,spotify,,
,,,,,,,,they,they,,
,,,,,,,,are,are,,
,,,,,,,,the,,,
,,,,,,,,only,only,,
,,,,,,,,ones,ones,,
,,,,,,,,i,i,,
,,,,,,,,know,know,,
,,,,,,,,to,,,
,,,,,,,,be,be,,
,,,,,,,,reliable,reliable,,
,,,,,,,,all,all,,
,,,,,,,,this,this,,
,,,,,,,,month,month,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,has,has,,
,,,,,,,,been,been,,
,,,,,,,,skipping,skipping,,
,,,,,,,,i,i,,
,,,,,,,,pay,pay,,
,,,,,,,,for,,,
,,,,,,,,an,an,,
,,,,,,,,subscription,subscription,,
,,,,,,,,and,,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,is,,,
,,,,,,,,updated,updated,,
,,,,,,,,thats,thats,,
,,,,,,,,not,not,,
,,,,,,,,good,good,,
,,,,,,,,thinking,thinking,,
,,,,,,,,about,about,,
,,,,,,,,going,going,,
,,,,,,,,back,back,,
,,,,,,,,to,,,
,,,,,,,,pandora,pandora,,
,,,,,,,,amazing,amazing,,
,,,,,,,,music,music,,
,,,,,,,,app,app,,
,,,,,,,,but,but,,
,,,,,,,,it,,,
,,,,,,,,randomly,randomly,,
,,,,,,,,locked,locked,,
,,,,,,,,me,me,,
,,,,,,,,out,out,,
,,,,,,,,and,,,
,,,,,,,,now,now,,
,,,,,,,,says,says,,
,,,,,,,,my,my,,
,,,,,,,,email,email,,
,,,,,,,,wont,wont,,
,,,,,,,,work,work,,
,,,,,,,,even,even,,
,,,,,,,,though,though,,
,,,,,,,,ive,ive,,
,,,,,,,,had,had,,
,,,,,,,,this,this,,
,,,,,,,,account,account,,
,,,,,,,,for,,,
,,,,,,,,nearly,nearly,,
,,,,,,,,2,#VALUE!,,
,,,,,,,,years,years,,
,,,,,,,,i,i,,
,,,,,,,,tried,tried,,
,,,,,,,,to,,,
,,,,,,,,login,login,,
,,,,,,,,by,by,,
,,,,,,,,sending,sending,,
,,,,,,,,an,an,,
,,,,,,,,email,email,,
,,,,,,,,as,as,,
,,,,,,,,it,,,
,,,,,,,,requested,requested,,
,,,,,,,,but,but,,
,,,,,,,,keeps,keeps,,
,,,,,,,,saying,saying,,
,,,,,,,,error,error,,
,,,,,,,,app,app,,
,,,,,,,,bugs,bugs,,
,,,,,,,,shows,shows,,
,,,,,,,,no,no,,
,,,,,,,,internet,internet,,
,,,,,,,,available,available,,
,,,,,,,,even,even,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,high,high,,
,,,,,,,,speed,speed,,
,,,,,,,,connection,connection,,
,,,,,,,,available,available,,
,,,,,,,,great,great,,
,,,,,,,,selection,selection,,
,,,,,,,,of,,,
,,,,,,,,songs,songs,,
,,,,,,,,easy,easy,,
,,,,,,,,to,,,
,,,,,,,,use,use,,
,,,,,,,,reasonable,reasonable,,
,,,,,,,,price,price,,
,,,,,,,,great,great,,
,,,,,,,,interactions,interactions,,
,,,,,,,,with,,,
,,,,,,,,users,users,,
,,,,,,,,i,i,,
,,,,,,,,dont,dont,,
,,,,,,,,even,even,,
,,,,,,,,use,use,,
,,,,,,,,it,,,
,,,,,,,,as,as,,
,,,,,,,,much,much,,
,,,,,,,,as,as,,
,,,,,,,,i,i,,
,,,,,,,,should,should,,
,,,,,,,,and,,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,it,,,
,,,,,,,,probably,probably,,
,,,,,,,,the,,,
,,,,,,,,best,best,,
,,,,,,,,service,service,,
,,,,,,,,for,,,
,,,,,,,,music,music,,
,,,,,,,,podcasts,podcasts,,
,,,,,,,,etc,etc,,
,,,,,,,,id,id,,
,,,,,,,,say,say,,
,,,,,,,,its,its,,
,,,,,,,,even,even,,
,,,,,,,,better,better,,
,,,,,,,,than,than,,
,,,,,,,,apple,apple,,
,,,,,,,,music,music,,
,,,,,,,,the,,,
,,,,,,,,shuffle,shuffle,,
,,,,,,,,feature,feature,,
,,,,,,,,is,,,
,,,,,,,,useless,useless,,
,,,,,,,,it,,,
,,,,,,,,isnt,isnt,,
,,,,,,,,a,,,
,,,,,,,,truly,truly,,
,,,,,,,,random,random,,
,,,,,,,,shuffle,shuffle,,
,,,,,,,,adding,adding,,
